sentences ,level
للاستفسار: يُرجى الاتصال بصاحب الشقة.

رقم الهاتف: 92356954.

فرح آندرو كثيراً، واتصل بصاحب الشقة، وحدّد معه موعداً للقاء في نفس اليوم، وفي الساعة الثالثة بعد الظهر ذهب آندرو ليرى الشقة.

دخل اندرو الشقة وهتف بفرح:

ما أجمل الشقة! الشقة واسعة، فيها أثاث جميل ونوافذ كثيرة وكبيرة، تدخلها أشعة الشمس وتطل على منظر جميل، وهي قريبة من الجامعة وبركة السباحة. من فضلك بكم إيجار الشقة؟

صاحب الشقة: بمئة دينار في الشهر مع الكهرباء والماء والهاتف.

آندرو: الاِيجار مُناسب جداً لي، ما هي شروطك؟

صاحب الشقة: عندي أربعة شروط.

أولاً: حافِظ على نظافة الشقة ولا تجلب الكلاب أو القطط إلى الشقة.

ثانياً: إدفع الايجار في الموعد المُحدَّد وهو اليوم الخامس من كل شهر.

ثالثاً: لا تدخن في الشقة أبداً، تستطيع التدخين على الفرندة.

رابعاً: لا تزعج جيرانك خاصة بعد الساعة التاسعة مساءً.

اندرو: أنا أوافق على هذه الشروط.

صاحب الشقة: إذن اتفقنا، مبروك وتستطيع ان تسكن الشقة في أي وقت تريد.

وكتب صاحب الشقة عقد الايجار لمدة سنة كاملة، ووقـّع عليه اندرو.
",A
"المقطع الأول: 

""بنت الخير"":

""نادي ""بنت الخير"" هو أشهر موقع زواج اسلامي له  خدمات مميزة تسهل عملية ايجاد شريك حياتك، هناك يوجد أكثر من ثلاث مليون عضو والذين يريدون تحقيق زواج اسلامي من مختلف الجنسيات في العالم العربي والاسلامي ...اذاً فهذا هو الموقع المناسب لك يا أخي ولك يا أختي اذا كنت تبحث عن شريك الحياة مسلم العقيدة ...يمكنك أن تبدأ التعرف من اجل الزواج فالموقع يحتوي على أكبر عدد من المعلومات لمواصفات الشريك ونعلمكم أعزائي أننا نحرص على الحفاظ  على خصوصيتكم وشكراً.

المقطع الثاني:

""وفاق"".

مرحبا بكم في نادي ""وفاق"" -- أكبر موقع الصداقة على شبكة الإنترنت! :) نرحب بأكثر من 100،000 زائر يوميا من كل بقاع العالم، ونحن مخلصون لتحقيق المودة والسلام بين كل شعوب العالم ونقوم بتقديم مجموعة متنوعة من المعلومات عن مختلف المجتمعات الصد يقة والمرحة، مما يشجع التفاعل بين الاصدقاء من جميع الأعمار والجنسيات، في حين أن لدينا فريق المراقبين لضمان سلامة المحتوى لصغار المشاهدين. ونقدم كل شيء مجانا ، تمتع بالمشاركة! وشكراً
",A
"يامال الشام: يتميز بأطباق سورية أصيلة ويتخصص فى طبق الشاورمة. 
تمتع بالأطباق السورية الأخرى من الكباب الى التبولة.

خصائص : توصيل للمنازل.
المنطقة: مدينة نصر. 
رقم التليفون : 0000001.
العنوان: 49 مباني رابعة الاستثمارية (بعد دار الدفاع الجوي).
نوع المطبخ : سوري.
مفتوح من 11:00 صباحاً الى 03:00 صباحاً.
طبيعة الأسعار: منخفض.

مطعم تبولة: مطعم لبناني فخم يقدم أشهى الوجبات اللبنانية في القاهرة.
المُقبلات تتضمن الفتوش والفلافل والحمص والتبولة .
الوجبات الرئيسية تتضمن دجاج مشوى واللحم.

خصائص: شيشة، تلفزيون. 
المنطقة: جاردن سيتى.
رقم التليفون :00000002.
العنوان : 1 الشارع أمريكا اللاتينية، بجانب السفارة الكندية.
حد أدنى للفاتورة : 100 جنيه.
نوع المطبخ : لبنانيّ.
طبيعة الأسعار : متوسط.

مطعم بلين ايربلين اير: مطعم للأكلات الشرقية كالكباب والأكلات الانترناشونال والأكلات الايطالية كالباستا.

خصائص: مكان مفتوح، انتظار سيارات، ساحة ألعاب، موسيقى حية، تقديم مأكولات. 
المنطقة: هليوبولس.
رقم التليفون : 00000003.
العنوان : الكيلو 28 جمعية أحمد عرابي - طريق الاسماعلية - القاهرة. 
حد أدنى للفاتورة: 50 جنيه.
نوع المطبخ: شرقيّ وعالميّ.
مفتوح من 10:30 صباحاً الى 04:00 مساءً.
طبيعة الأسعار : متوسط.

مطعم فرعون النيل: مطعم عائم مكون من 3 أدوار ودور علوي، يستوعب إلى 220 زائر في نفس الوقت.
تصميم المطعم مُستوحى من الآلهة المصرية القديمة حتحور آلهة الحب والموسيقى والجمال.
اِستمتع برحلة يومية لعشاء مُبكر أو متأخر، على أنغام الموسيقى الشرقية ورقصة التنورة.
يُـفضَّـل الحجز مقدماً.

العشاء المُبكر: 
صيفاً: من 7.45 مساءً إلى 10.15 مساءً.
شتاءً: من 7.15 مساءً إلى  9.45 مساءً.
العشاء المتأخر:
صيفاً: من 11.00 مساءً إلى  1.30 صباحاً.
شتاءً: من 10:00 مساءً إلى  12:30 صباحاً.

خصائص : مكان مفتوح، انتظار سيارات، رقص، منظر على النيل، موسيقى حيَّة، أعياد ميلاد، تقديم مأكولات، مكان لغير المدخنين.
المنطقة: الجيزة.
رقم التليفون : 00000004.
العنوان : 31 شارع النيل.
نوع المطبخ : عالمي، مصري، أكلات الشرق الأقصى، هندي.
طبيعة الأسعار : غالي.
",A
"النص الأول:

بطاقة الدبـّاغ الائتمانية.

احصل على بطاقة الدبـّاغ الائتمانية واستمتع بالمزايا التالية:

شراء ما يعجبك في أي وقت، ومن أي مكان.
نوفـّر لك أقل سعر فائدة في السوق.
الاستمتاع ببطاقة إضافية مجانية.
استرجاع 5% من نقودك على مشترياتك عبر الانترنت.
رسوم بطاقة الدبـّاغ الائتمانية مجانية مدى الحياة!

تفضل بتقديم طلبك الآن واحصل على الموافقة بعد أسبوعين فقط.

لتقديم الطلبات زر موقعنا على الشبكة العنكبوتية.

النص الثاني:

قروض سكنية من بنك الدبـّاغ.

سارع بتمويل منزل أحلامك فهو في متناول يديك.

يقدم بنك الدبـّاغ إمكانية الحصول على قرض سكني للأغراض التالية:

1. شراء.

2. ترميم أو تجديد.

3. شراء أرض والبناء عليها.

لماذا تختار قرضاً سكنياً من بنك الدبـّاغ؟

1. قيمة القرض قد تصل إلى عشرة ملايين جنيه مصري.

2. تصل مدة سداد القرض إلى عشرين عاماً.

3. سعر الفائدة يصل إلى 6%.

للاستعلام وتقديم الطلبات زر موقعنا على الانترنت.
",A
"النص الأول:

مطلوب أطباء لجامعة الإسكندرية.

تعلن جامعة الإسكندرية (المستشفى الجامعي) عن احتياجها لشغل وظائف أطباء مقيمين في التخصصات التالية:
